;;;;;;;;;;;;;;;;;;
PERSONAL ADMINISTRATIVO EN INSTITUCIONES DE EDUCACIÓN SUPERIOR - COLOMBIA 2020;;;;;;;;;;;;;;;;;;
Fecha de corte de la información: Mayo de 2021;;;;;;;;;;;;;;;;;;
Fuente: Ministerio de Educación Nacional - Sistema Nacional de Información de la Educación Superior - SNIES;;;;;;;;;;;;;;;;;;
La información suministrada corresponde a lo reportado por las Instituciones de Educación Superior a través del SNIES;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
Código de la Institución;IES PADRE;Institución de Educación Superior (IES);Principal o Seccional;ID Sector IES;Sector IES;ID Caracter IES;Caracter IES;Código del departamento (IES);Departamento de domicilio de la IES;Código del Municipio (IES);Municipio de domicilio de la IES;Año;Semestre;Auxiliar;Técnico;Profesional;Directivo;Total
2737;2728;FUNDACION UNIVERSITARIA DEL AREA ANDINA;Seccional;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;66;Risaralda;66001;Pereira;2020;1;43;50;48;33;174
2737;2728;FUNDACION UNIVERSITARIA DEL AREA ANDINA;Seccional;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;66;Risaralda;66001;Pereira;2020;2;33;58;44;34;169
2738;2738;FUNDACION UNIVERSITARIA EMPRESARIAL DE LA CAMARA DE COMERCIO DE BOGOTA;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C.;11001;Bogotá, D.C.;2020;1;12;6;87;9;114
2738;2738;FUNDACION UNIVERSITARIA EMPRESARIAL DE LA CAMARA DE COMERCIO DE BOGOTA;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C.;11001;Bogotá, D.C.;2020;2;12;6;87;9;114
2739;2739;FUNDACION DE ESTUDIOS SUPERIORES UNIVERSITARIOS DE URABA ANTONIO ROLDAN BETANCUR;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;05;Antioquia;05045;Apartadó;2020;1;3;3;16;4;26
2740;2740;INSTITUCION UNIVERSITARIA COLOMBO AMERICANA - UNICA;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C.;11001;Bogotá, D.C.;2020;1;0;1;1;9;11
2740;2740;INSTITUCION UNIVERSITARIA COLOMBO AMERICANA - UNICA;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C.;11001;Bogotá, D.C.;2020;2;0;1;1;9;11
2741;2741;FUNDACION DE ESTUDIOS SUPERIORES - MONSEÑOR ABRAHAM ESCUDERO MONTOYA  - FUNDES;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;73;Tolima;73268;Espinal;2020;1;4;3;12;7;26
2741;2741;FUNDACION DE ESTUDIOS SUPERIORES - MONSEÑOR ABRAHAM ESCUDERO MONTOYA  - FUNDES;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;73;Tolima;73268;Espinal;2020;2;2;3;11;8;24
2743;2743;FUNDACION UNIVERSITARIA INTERNACIONAL DEL TROPICO AMERICANO;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;85;Casanare;85001;Yopal;2020;1;56;13;50;7;126
2743;2743;FUNDACION UNIVERSITARIA INTERNACIONAL DEL TROPICO AMERICANO;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;85;Casanare;85001;Yopal;2020;2;37;13;49;7;106
2744;2744;UNIVERSIDAD CESMAG - UNICESMAG;Principal;2;PRIVADA;4;Universidad;52;Nariño;52001;Pasto;2020;1;51;101;14;27;193
2744;2744;UNIVERSIDAD CESMAG - UNICESMAG;Principal;2;PRIVADA;4;Universidad;52;Nariño;52001;Pasto;2020;2;97;33;41;12;183
2746;2746;FUNDACION UNIVERSITARIA SANITAS;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C.;11001;Bogotá, D.C.;2020;1;17;26;251;12;306
2746;2746;FUNDACION UNIVERSITARIA SANITAS;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C.;11001;Bogotá, D.C.;2020;2;17;26;251;12;306
2747;2747;FUNDACION UNIVERSITARIA AUTONOMA DE LAS AMERICAS;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;05;Antioquia;05001;Medellín;2020;1;137;48;67;35;287
2747;2747;FUNDACION UNIVERSITARIA AUTONOMA DE LAS AMERICAS;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;05;Antioquia;05001;Medellín;2020;2;140;50;65;34;289
2749;2749;INSTITUCION UNIVERSITARIA  SALAZAR Y HERRERA;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;05;Antioquia;05001;Medellín;2020;1;27;6;32;7;72
2749;2749;INSTITUCION UNIVERSITARIA  SALAZAR Y HERRERA;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;05;Antioquia;05001;Medellín;2020;2;28;6;31;7;72
2805;2805;UNIVERSIDAD SIMON BOLIVAR;Principal;2;PRIVADA;4;Universidad;08;Atlántico;08001;Barranquilla;2020;1;243;1;293;49;586
2805;2805;UNIVERSIDAD SIMON BOLIVAR;Principal;2;PRIVADA;4;Universidad;08;Atlántico;08001;Barranquilla;2020;2;157;48;288;49;542
2810;2810;CORPORACION UNIVERSIDAD DE LA COSTA CUC;Principal;2;PRIVADA;4;Universidad;08;Atlántico;08001;Barranquilla;2020;1;296;67;39;53;455
2811;2811;ESCUELA COLOMBIANA DE INGENIERIA JULIO GARAVITO;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C.;11001;Bogotá, D.C.;2020;1;24;145;98;30;297
2811;2811;ESCUELA COLOMBIANA DE INGENIERIA JULIO GARAVITO;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C.;11001;Bogotá, D.C.;2020;2;17;127;98;29;271
2812;2812;UNIVERSIDAD EAN;Principal;2;PRIVADA;4;Universidad;11;Bogotá D.C.;11001;Bogotá, D.C.;2020;1;2;156;155;16;329
2812;2812;UNIVERSIDAD EAN;Principal;2;PRIVADA;4;Universidad;11;Bogotá D.C.;11001;Bogotá, D.C.;2020;2;3;164;173;16;356
2813;2813;UNIVERSIDAD EIA;Principal;2;PRIVADA;4;Universidad;05;Antioquia;05266;Envigado;2020;1;69;22;37;16;144
2813;2813;UNIVERSIDAD EIA;Principal;2;PRIVADA;4;Universidad;05;Antioquia;05266;Envigado;2020;2;69;22;36;16;143
2815;2815;CORPORACION UNIVERSITARIA ADVENTISTA - UNAC;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;05;Antioquia;05001;Medellín;2020;1;142;23;218;5;388
2815;2815;CORPORACION UNIVERSITARIA ADVENTISTA - UNAC;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;05;Antioquia;05001;Medellín;2020;2;78;33;160;4;275
2818;2818;CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;66;Risaralda;66682;Santa Rosa de Cabal;2020;1;12;15;17;3;47
2818;2818;CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;66;Risaralda;66682;Santa Rosa de Cabal;2020;2;12;15;17;3;47
2820;2820;CORPORACION UNIVERSITARIA LASALLISTA;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;05;Antioquia;05129;Caldas;2020;1;81;0;66;5;152
2820;2820;CORPORACION UNIVERSITARIA LASALLISTA;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;05;Antioquia;05129;Caldas;2020;2;80;0;70;5;155
2822;2822;ESCUELA SUPERIOR DE OFTALMOLOGIA, INSTITUTO BARRAQUER DE AMERICA;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C.;11001;Bogotá, D.C.;2020;1;1;0;5;5;11
2822;2822;ESCUELA SUPERIOR DE OFTALMOLOGIA, INSTITUTO BARRAQUER DE AMERICA;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C.;11001;Bogotá, D.C.;2020;2;1;0;5;4;10
2825;2825;CORPORACION UNIVERSITARIA RAFAEL NUÑEZ;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;13;Bolívar;13001;Cartagena de Indias;2020;1;84;37;54;37;212
2825;2825;CORPORACION UNIVERSITARIA RAFAEL NUÑEZ;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;13;Bolívar;13001;Cartagena de Indias;2020;2;55;23;54;37;169
2827;2827;CORPORACION UNIVERSITARIA DEL META - UNIMETA;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;50;Meta;50001;Villavicencio;2020;1;42;2;78;9;131
2827;2827;CORPORACION UNIVERSITARIA DEL META - UNIMETA;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;50;Meta;50001;Villavicencio;2020;2;19;2;73;9;103
2828;2828;CORPORACION UNIVERSITARIA DEL HUILA-CORHUILA-;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;41;Huila;41001;Neiva;2020;1;29;35;40;23;127
2828;2828;CORPORACION UNIVERSITARIA DEL HUILA-CORHUILA-;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;41;Huila;41001;Neiva;2020;2;29;35;40;23;127
2829;2829;CORPORACION UNIVERSITARIA MINUTO DE DIOS -UNIMINUTO-;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C.;11001;Bogotá, D.C.;2020;1;449;142;1482;190;2263
2829;2829;CORPORACION UNIVERSITARIA MINUTO DE DIOS -UNIMINUTO-;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C.;11001;Bogotá, D.C.;2020;2;381;123;1509;175;2188
2830;2830;CORPORACION UNIVERSITARIA IBEROAMERICANA;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C.;11001;Bogotá, D.C.;2020;1;85;33;72;35;225
2830;2830;CORPORACION UNIVERSITARIA IBEROAMERICANA;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C.;11001;Bogotá, D.C.;2020;2;83;31;53;28;195
2831;2831;CORPORACION UNIVERSITARIA DE CIENCIA Y DESARROLLO - UNICIENCIA;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C.;11001;Bogotá, D.C.;2020;1;10;54;48;5;117
2831;2831;CORPORACION UNIVERSITARIA DE CIENCIA Y DESARROLLO - UNICIENCIA;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C.;11001;Bogotá, D.C.;2020;2;10;54;48;5;117
2832;2832;UNIVERSIDAD DE SANTANDER - UDES;Principal;2;PRIVADA;4;Universidad;68;Santander;68001;Bucaramanga;2020;1;83;6;71;55;215
2832;2832;UNIVERSIDAD DE SANTANDER - UDES;Principal;2;PRIVADA;4;Universidad;68;Santander;68001;Bucaramanga;2020;2;83;6;71;55;215
2833;2833;CORPORACION UNIVERSITARIA REMINGTON;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;05;Antioquia;05001;Medellín;2020;1;170;20;130;75;395
2833;2833;CORPORACION UNIVERSITARIA REMINGTON;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;05;Antioquia;05001;Medellín;2020;2;140;17;121;70;348
2834;2834;UNIVERSITARIA AGUSTINIANA- UNIAGUSTINIANA;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C.;11001;Bogotá, D.C.;2020;1;28;101;31;46;206
2834;2834;UNIVERSITARIA AGUSTINIANA- UNIAGUSTINIANA;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C.;11001;Bogotá, D.C.;2020;2;27;96;31;46;200
2836;2836;CORPORACION UNIVERSITARIA EMPRESARIAL DE SALAMANCA;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;08;Atlántico;08001;Barranquilla;2020;1;15;1;16;2;34
2836;2836;CORPORACION UNIVERSITARIA EMPRESARIAL DE SALAMANCA;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;08;Atlántico;08001;Barranquilla;2020;2;6;1;13;2;22
2837;2837;CORPORACION UNIVERSITARIA REPUBLICANA;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C.;11001;Bogotá, D.C.;2020;1;70;18;81;15;184
2837;2837;CORPORACION UNIVERSITARIA REPUBLICANA;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C.;11001;Bogotá, D.C.;2020;2;70;18;81;15;184
2838;2838;CORPORACION COLEGIATURA COLOMBIANA;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;05;Antioquia;05001;Medellín;2020;1;13;24;58;6;101
2838;2838;CORPORACION COLEGIATURA COLOMBIANA;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;05;Antioquia;05001;Medellín;2020;2;17;20;51;5;93
2840;2840;CORPORACION UNIVERSITARIA EMPRESARIAL ALEXANDER VON HUMBOLDT - CUE;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;63;Quindío;63001;Armenia;2020;1;42;18;23;19;102
2840;2840;CORPORACION UNIVERSITARIA EMPRESARIAL ALEXANDER VON HUMBOLDT - CUE;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;63;Quindío;63001;Armenia;2020;2;41;15;21;19;96
2841;2829;CORPORACION UNIVERSITARIA MINUTO DE DIOS -UNIMINUTO-;Seccional;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;05;Antioquia;05088;Bello;2020;1;94;27;145;11;277
2841;2829;CORPORACION UNIVERSITARIA MINUTO DE DIOS -UNIMINUTO-;Seccional;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;05;Antioquia;05088;Bello;2020;2;89;16;148;27;280
2842;2842;CORPORACION UNIVERSITARIA REFORMADA - CUR -;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;08;Atlántico;08001;Barranquilla;2020;1;3;10;39;7;59
2842;2842;CORPORACION UNIVERSITARIA REFORMADA - CUR -;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;08;Atlántico;08001;Barranquilla;2020;2;3;10;39;7;59
2847;2847;CORPORACION UNIVERSIDAD DE INVESTIGACION Y DESARROLLO - UDI;Principal;2;PRIVADA;4;Universidad;68;Santander;68001;Bucaramanga;2020;1;45;20;65;38;168
2847;2847;CORPORACION UNIVERSIDAD DE INVESTIGACION Y DESARROLLO - UDI;Principal;2;PRIVADA;4;Universidad;68;Santander;68001;Bucaramanga;2020;2;45;20;65;38;168
2848;2848;CORPORACION UNIVERSITARIA  UNITEC;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C.;11001;Bogotá, D.C.;2020;1;59;26;32;25;142
2848;2848;CORPORACION UNIVERSITARIA  UNITEC;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C.;11001;Bogotá, D.C.;2020;2;55;48;38;22;163
2849;2849;CORPORACION UNIVERSITARIA AUTONOMA DEL CAUCA;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;19;Cauca;19001;Popayán;2020;1;27;35;46;26;134
2849;2849;CORPORACION UNIVERSITARIA AUTONOMA DEL CAUCA;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;19;Cauca;19001;Popayán;2020;2;25;32;43;26;126
2850;2850;CORPORACION UNIVERSITARIA ANTONIO JOSE DE SUCRE - CORPOSUCRE;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;70;Sucre;70001;Sincelejo;2020;1;78;0;99;14;191
2850;2850;CORPORACION UNIVERSITARIA ANTONIO JOSE DE SUCRE - CORPOSUCRE;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;70;Sucre;70001;Sincelejo;2020;2;79;0;99;14;192
2901;2901;ESCUELA DE INTELIGENCIA Y CONTRAINTELIGENCIA BRIGADIER GENERAL RICARDO CHARRY SOLANO;Principal;1;OFICIAL;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C.;11001;Bogotá, D.C.;2020;1;20;37;32;4;93
2901;2901;ESCUELA DE INTELIGENCIA Y CONTRAINTELIGENCIA BRIGADIER GENERAL RICARDO CHARRY SOLANO;Principal;1;OFICIAL;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C.;11001;Bogotá, D.C.;2020;2;17;34;21;4;76
2902;2902;ESCUELA DE LOGISTICA;Principal;1;OFICIAL;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C.;11001;Bogotá, D.C.;2020;1;2;4;16;5;27
2903;2903;ESCUELA DE COMUNICACIONES;Principal;1;OFICIAL;3;Institución Universitaria/Escuela Tecnológica;25;Cundinamarca;25269;Facatativá;2020;1;6;16;47;7;76
2903;2903;ESCUELA DE COMUNICACIONES;Principal;1;OFICIAL;3;Institución Universitaria/Escuela Tecnológica;25;Cundinamarca;25269;Facatativá;2020;2;6;16;47;7;76
2904;2904;ESCUELA SUPERIOR DE GUERRA GENERAL RAFAEL REYES PRIETO;Principal;1;OFICIAL;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C.;11001;Bogotá, D.C.;2020;1;24;52;56;4;136
2904;2904;ESCUELA SUPERIOR DE GUERRA GENERAL RAFAEL REYES PRIETO;Principal;1;OFICIAL;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C.;11001;Bogotá, D.C.;2020;2;23;52;63;4;142
2905;2905;CENTRO DE EDUCACION MILITAR - CEMIL;Principal;1;OFICIAL;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C.;11001;Bogotá, D.C.;2020;1;20;35;40;30;125
2905;2905;CENTRO DE EDUCACION MILITAR - CEMIL;Principal;1;OFICIAL;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C.;11001;Bogotá, D.C.;2020;2;20;35;40;30;125
2906;2906;ESCUELA DE POSTGRADOS DE LA FUERZA AEREA COLOMBIANA CAPITAN JOSE EDMUNDO SANDOVAL - EPFAC;Principal;1;OFICIAL;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C.;11001;Bogotá, D.C.;2020;1;8;21;41;18;88
2906;2906;ESCUELA DE POSTGRADOS DE LA FUERZA AEREA COLOMBIANA CAPITAN JOSE EDMUNDO SANDOVAL - EPFAC;Principal;1;OFICIAL;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C.;11001;Bogotá, D.C.;2020;2;8;21;41;18;88
3102;3102;INSTITUTO SUPERIOR DE EDUCACION RURAL-ISER-;Principal;1;OFICIAL;2;Institución Tecnológica;54;Norte de Santander;54518;Pamplona;2020;1;14;6;19;2;41
3102;3102;INSTITUTO SUPERIOR DE EDUCACION RURAL-ISER-;Principal;1;OFICIAL;2;Institución Tecnológica;54;Norte de Santander;54518;Pamplona;2020;2;14;6;19;2;41
3103;3103;COLEGIO MAYOR DE BOLIVAR;Principal;1;OFICIAL;2;Institución Tecnológica;13;Bolívar;13001;Cartagena de Indias;2020;1;1;2;3;1;7
3103;3103;COLEGIO MAYOR DE BOLIVAR;Principal;1;OFICIAL;2;Institución Tecnológica;13;Bolívar;13001;Cartagena de Indias;2020;2;1;2;3;1;7
3104;3104;COLEGIO MAYOR DEL CAUCA;Principal;1;OFICIAL;3;Institución Universitaria/Escuela Tecnológica;19;Cauca;19001;Popayán;2020;1;14;3;13;6;36
3104;3104;COLEGIO MAYOR DEL CAUCA;Principal;1;OFICIAL;3;Institución Universitaria/Escuela Tecnológica;19;Cauca;19001;Popayán;2020;2;13;3;13;12;41
3107;3107;INSTITUCIÓN UNIVERSITARIA PASCUAL BRAVO;Principal;1;OFICIAL;3;Institución Universitaria/Escuela Tecnológica;05;Antioquia;05001;Medellín;2020;1;43;6;16;12;77
3107;3107;INSTITUCIÓN UNIVERSITARIA PASCUAL BRAVO;Principal;1;OFICIAL;3;Institución Universitaria/Escuela Tecnológica;05;Antioquia;05001;Medellín;2020;2;58;7;21;13;99
3114;3114;ESCUELA NAVAL DE SUBOFICIALES ARC BARRANQUILLA;Principal;1;OFICIAL;2;Institución Tecnológica;08;Atlántico;08001;Barranquilla;2020;1;73;146;45;4;268
3114;3114;ESCUELA NAVAL DE SUBOFICIALES ARC BARRANQUILLA;Principal;1;OFICIAL;2;Institución Tecnológica;08;Atlántico;08001;Barranquilla;2020;2;73;146;45;4;268
3117;3117;INSTITUCIÓN UNIVERSITARIA ITSA;Principal;1;OFICIAL;3;Institución Universitaria/Escuela Tecnológica;08;Atlántico;08001;Barranquilla;2020;1;8;4;22;9;43
3117;3117;INSTITUCIÓN UNIVERSITARIA ITSA;Principal;1;OFICIAL;3;Institución Universitaria/Escuela Tecnológica;08;Atlántico;08001;Barranquilla;2020;2;8;4;22;9;43
3201;3201;UNIDADES TECNOLOGICAS DE SANTANDER;Principal;1;OFICIAL;2;Institución Tecnológica;68;Santander;68001;Bucaramanga;2020;1;23;4;52;19;98
3201;3201;UNIDADES TECNOLOGICAS DE SANTANDER;Principal;1;OFICIAL;2;Institución Tecnológica;68;Santander;68001;Bucaramanga;2020;2;0;4;50;19;73
3204;3204;TECNOLOGICO DE ANTIOQUIA;Principal;1;OFICIAL;3;Institución Universitaria/Escuela Tecnológica;05;Antioquia;05001;Medellín;2020;1;43;8;29;14;94
3204;3204;TECNOLOGICO DE ANTIOQUIA;Principal;1;OFICIAL;3;Institución Universitaria/Escuela Tecnológica;05;Antioquia;05001;Medellín;2020;2;45;8;28;13;94
3301;3301;INSTITUCION UNIVERSITARIA ANTONIO JOSE CAMACHO;Principal;1;OFICIAL;3;Institución Universitaria/Escuela Tecnológica;76;Valle del Cauca;76001;Cali;2020;1;52;47;16;44;159
3301;3301;INSTITUCION UNIVERSITARIA ANTONIO JOSE CAMACHO;Principal;1;OFICIAL;3;Institución Universitaria/Escuela Tecnológica;76;Valle del Cauca;76001;Cali;2020;2;51;46;16;44;157
3302;3302;INSTITUTO TECNOLOGICO METROPOLITANO;Principal;1;OFICIAL;3;Institución Universitaria/Escuela Tecnológica;05;Antioquia;05001;Medellín;2020;1;56;15;80;53;204
3302;3302;INSTITUTO TECNOLOGICO METROPOLITANO;Principal;1;OFICIAL;3;Institución Universitaria/Escuela Tecnológica;05;Antioquia;05001;Medellín;2020;2;56;15;80;53;204
3303;3303;ESCUELA SUPERIOR TECNOLOGICA DE ARTES DEBORA ARANGO;Principal;1;OFICIAL;2;Institución Tecnológica;05;Antioquia;05266;Envigado;2020;1;11;3;14;13;41
3303;3303;ESCUELA SUPERIOR TECNOLOGICA DE ARTES DEBORA ARANGO;Principal;1;OFICIAL;2;Institución Tecnológica;05;Antioquia;05266;Envigado;2020;2;11;3;14;13;41
3702;3702;FUNDACION TECNOLOGICA AUTONOMA DE BOGOTA-FABA-;Principal;2;PRIVADA;2;Institución Tecnológica;11;Bogotá D.C.;11001;Bogotá, D.C.;2020;1;5;13;37;0;55
3702;3702;FUNDACION TECNOLOGICA AUTONOMA DE BOGOTA-FABA-;Principal;2;PRIVADA;2;Institución Tecnológica;11;Bogotá D.C.;11001;Bogotá, D.C.;2020;2;1;5;18;0;24
3703;3703;FUNDACION ESCUELA COLOMBIANA DE MERCADOTECNIA -ESCOLME-;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;05;Antioquia;05001;Medellín;2020;1;4;21;28;4;57
3703;3703;FUNDACION ESCUELA COLOMBIANA DE MERCADOTECNIA -ESCOLME-;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;05;Antioquia;05001;Medellín;2020;2;6;12;32;4;54
3705;3705;FUNDACION UNIVERSITARIA TECNOLOGICO COMFENALCO - CARTAGENA;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;13;Bolívar;13001;Cartagena de Indias;2020;1;71;0;62;21;154
3705;3705;FUNDACION UNIVERSITARIA TECNOLOGICO COMFENALCO - CARTAGENA;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;13;Bolívar;13001;Cartagena de Indias;2020;2;63;0;54;21;138
3706;3706;FUNDACION CENTRO COLOMBIANO DE ESTUDIOS PROFESIONALES, -F.C.E.C.E.P.;Principal;2;PRIVADA;2;Institución Tecnológica;76;Valle del Cauca;76001;Cali;2020;1;8;57;23;1;89
3706;3706;FUNDACION CENTRO COLOMBIANO DE ESTUDIOS PROFESIONALES, -F.C.E.C.E.P.;Principal;2;PRIVADA;2;Institución Tecnológica;76;Valle del Cauca;76001;Cali;2020;2;6;47;23;1;77
3710;3710;FUNDACION UNIVERSITARIA ANTONIO DE AREVALO - UNITECNAR;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;13;Bolívar;13001;Cartagena de Indias;2020;1;17;30;24;13;84
3710;3710;FUNDACION UNIVERSITARIA ANTONIO DE AREVALO - UNITECNAR;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;13;Bolívar;13001;Cartagena de Indias;2020;2;20;23;20;17;80
3713;3713;FUNDACION UNIVERSITARIA PARA EL DESARROLLO HUMANO - UNINPAHU;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C.;11001;Bogotá, D.C.;2020;1;24;50;22;10;106
3713;3713;FUNDACION UNIVERSITARIA PARA EL DESARROLLO HUMANO - UNINPAHU;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C.;11001;Bogotá, D.C.;2020;2;37;36;15;15;103
3715;3715;FUNDACION TECNOLOGICA AUTONOMA DEL PACIFICO;Principal;2;PRIVADA;2;Institución Tecnológica;76;Valle del Cauca;76001;Cali;2020;1;10;21;53;5;89
3715;3715;FUNDACION TECNOLOGICA AUTONOMA DEL PACIFICO;Principal;2;PRIVADA;2;Institución Tecnológica;76;Valle del Cauca;76001;Cali;2020;2;11;20;40;5;76
3716;3716;TECNOLOGICA FITEC;Principal;2;PRIVADA;2;Institución Tecnológica;68;Santander;68001;Bucaramanga;2020;1;4;4;33;7;48
3716;3716;TECNOLOGICA FITEC;Principal;2;PRIVADA;2;Institución Tecnológica;68;Santander;68001;Bucaramanga;2020;2;4;4;33;7;48
3718;3718;FUNDACION DE ESTUDIOS SUPERIORES COMFANORTE -F.E.S.C.-;Principal;2;PRIVADA;2;Institución Tecnológica;54;Norte de Santander;54001;San José de Cúcuta;2020;1;11;22;30;5;68
3718;3718;FUNDACION DE ESTUDIOS SUPERIORES COMFANORTE -F.E.S.C.-;Principal;2;PRIVADA;2;Institución Tecnológica;54;Norte de Santander;54001;San José de Cúcuta;2020;2;9;16;31;9;65
3719;3719;INSTITUCION UNIVERSITARIA LATINA - UNILATINA;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C.;11001;Bogotá, D.C.;2020;1;2;17;17;2;38
3719;3719;INSTITUCION UNIVERSITARIA LATINA - UNILATINA;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C.;11001;Bogotá, D.C.;2020;2;2;15;16;2;35
3720;3720;FUNDACION UNIVERSITARIA ESUMER;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;05;Antioquia;05001;Medellín;2020;1;19;149;36;14;218
